n,t,p
5697,293661,932.37
5698,293712,932.35
5699,293765,932.31
5700,293816,932.35
5701,293867,932.32
5702,293919,932.33
5703,293970,932.33
5704,294023,932.35
5705,294074,932.38
5706,294126,932.38
5707,294177,932.43
5708,294228,932.38
5709,294281,932.38
5710,294332,932.34
5711,294384,932.45
5712,294435,932.42
5713,294488,932.45
5714,294539,932.44
5715,294590,932.36
5716,294642,932.40
5717,294693,932.40
5718,294746,932.41
5719,294797,932.40
5720,294849,932.39
5721,294900,932.40
5722,294956,932.36
5723,295008,932.39
5724,295062,932.44
5725,295114,932.40
5726,295165,932.41
5727,295218,932.41
5728,295269,932.40
5729,295321,932.41
5730,295372,932.34
5731,295425,932.42
5732,295476,932.38
5733,295528,932.37
5734,295579,932.38
5735,295630,932.35
5736,295683,932.41
5737,295735,932.38
5738,295786,932.40
5739,295837,932.41
5740,295889,932.39
5741,295941,932.39
5742,295993,932.41
5743,296044,932.39
5744,296096,932.37
5745,296147,932.36
5746,296200,932.37
5747,296251,932.32
5748,296302,932.40
5749,296354,932.41
5750,296410,932.35
5751,296464,932.33
5752,296516,932.40
5753,296567,932.42
5754,296619,932.40
5755,296670,932.38
5756,296721,932.37
5757,296772,932.36
5758,296823,932.38
5759,296875,932.40
5760,296927,932.42
5761,296978,932.38
5762,297029,932.35
5763,297080,932.33
5764,297132,932.41
5765,297184,932.35
5766,297235,932.41
5767,297286,932.40
5768,297337,932.42
5769,297389,932.36
5770,297440,932.31
5771,297491,932.41
5772,297543,932.40
5773,297594,932.40
5774,297646,932.39
5775,297697,932.39
5776,297748,932.39
5777,297799,932.38
5778,297858,932.40
5779,297909,932.39
5780,297960,932.38
5781,298010,932.38
5782,298060,932.38
5783,298112,932.34
5784,298164,932.37
5785,298213,932.38
5786,298263,932.37
5787,298314,932.39
5788,298366,932.41
5789,298418,932.38
5790,298469,932.36
5791,298521,932.35
5792,298572,932.41
5793,298624,932.39
5794,298676,932.37
5795,298727,932.38
5796,298778,932.39
5797,298830,932.41
5798,298882,932.38
5799,298933,932.37
5800,298985,932.36
5801,299036,932.39
5802,299087,932.40
5803,299139,932.41
5804,299191,932.39
5805,299236,932.37
5806,299290,932.38
5807,299341,932.38
5808,299390,932.42
5809,299442,932.40
5810,299493,932.38
5811,299543,932.40
5812,299594,932.37
5813,299644,932.35
5814,299696,932.37
5815,299747,932.36
5816,299797,932.41
5817,299847,932.34
5818,299899,932.36
5819,299951,932.38
5820,300002,932.37
5821,300053,932.38
5822,300103,932.38
5823,300154,932.39
5824,300205,932.36
5825,300255,932.39
5826,300306,932.40
5827,300356,932.37
5828,300406,932.37
5829,300457,932.36
5830,300507,932.35
5831,300561,932.33
5832,300612,932.35
5833,300660,932.33
5834,300716,932.38
5835,300768,932.40
5836,300819,932.37
5837,300870,932.38
5838,300921,932.39
5839,300974,932.37
5840,301025,932.40
5841,301076,932.37
5842,301128,932.37
5843,301179,932.35
5844,301231,932.40
5845,301282,932.34
5846,301334,932.37
5847,301385,932.38
5848,301436,932.38
5849,301489,932.41
5850,301540,932.35
5851,301591,932.38
5852,301643,932.38
5853,301694,932.34
5854,301746,932.40
5855,301798,932.38
5856,301849,932.38
5857,301900,932.38
5858,301956,932.35
5859,302007,932.35
5860,302059,932.34
5861,302110,932.37
5862,302166,932.38
5863,302217,932.38
5864,302269,932.39
5865,302320,932.36
5866,302371,932.39
5867,302423,932.36
5868,302475,932.39
5869,302526,932.38
5870,302577,932.41
5871,302628,932.35
5872,302681,932.38
5873,302732,932.38
5874,302783,932.38
5875,302834,932.36
5876,302886,932.38
5877,302938,932.39
5878,302989,932.36
5879,303041,932.33
5880,303092,932.33
5881,303143,932.36
5882,303195,932.33
5883,303246,932.34
5884,303298,932.34
5885,303352,932.37
5886,303405,932.39
5887,303456,932.35
5888,303507,932.38
5889,303559,932.37
5890,303614,932.36
5891,303666,932.36
5892,303718,932.38
5893,303768,932.34
5894,303819,932.33
5895,303870,932.37
5896,303922,932.35
5897,303973,932.35
5898,304025,932.37
5899,304076,932.39
5900,304128,932.35
5901,304179,932.38
5902,304231,932.39
5903,304282,932.40
5904,304333,932.38
5905,304385,932.38
5906,304436,932.42
5907,304488,932.41
5908,304539,932.42
5909,304590,932.41
5910,304643,932.40
5911,304694,932.39
5912,304748,932.39
5913,304799,932.35
5914,304850,932.40
5915,304903,932.45
5916,304954,932.40
5917,305005,932.35
5918,305060,932.35
5919,305112,932.36
5920,305164,932.40
5921,305215,932.35
5922,305266,932.40
5923,305318,932.38
5924,305370,932.48
5925,305422,932.42
5926,305473,932.45
5927,305525,932.40
5928,305576,932.36
5929,305628,932.35
5930,305680,932.40
5931,305731,932.36
5932,305783,932.38
5933,305835,932.37
5934,305887,932.43
5935,305938,932.43
5936,305989,932.35
5937,306041,932.37
5938,306094,932.34
5939,306148,932.41
5940,306200,932.36
5941,306251,932.38
5942,306304,932.42
5943,306355,932.37
5944,306406,932.36
5945,306458,932.39
5946,306513,932.41
5947,306566,932.36
5948,306617,932.42
5949,306669,932.40
5950,306720,932.39
5951,306771,932.40
5952,306824,932.39
5953,306875,932.38
5954,306927,932.45
5955,306978,932.36
5956,307031,932.40
5957,307082,932.41
5958,307134,932.37
5959,307185,932.42
5960,307237,932.42
5961,307289,932.37
5962,307341,932.37
5963,307392,932.38
5964,307444,932.37
5965,307495,932.36
5966,307550,932.41
5967,307602,932.39
5968,307653,932.44
5969,307704,932.37
5970,307756,932.42
5971,307808,932.37
5972,307859,932.36
5973,307910,932.43
5974,307964,932.35
5975,308016,932.41
5976,308066,932.39
5977,308116,932.43
5978,308167,932.37
5979,308219,932.42
5980,308270,932.38
5981,308320,932.41
5982,308371,932.37
5983,308422,932.38
5984,308473,932.41
5985,308524,932.40
5986,308573,932.40
5987,308621,932.37
5988,308670,932.37
5989,308719,932.32
5990,308768,932.39
5991,308816,932.37
5992,308866,932.36
5993,308920,932.30
5994,308971,932.38
5995,309022,932.37
5996,309073,932.31
5997,309126,932.36
5998,309177,932.40
5999,309226,932.32
6000,309276,932.38
6001,309328,932.34
6002,309380,932.35
6003,309435,932.37
6004,309486,932.33
6005,309538,932.41
6006,309588,932.41
6007,309639,932.41
6008,309691,932.38
6009,309742,932.41
6010,309793,932.43
6011,309844,932.42
6012,309895,932.42
6013,309945,932.39
6014,309996,932.38
6015,310047,932.40
6016,310097,932.41
6017,310148,932.39
6018,310199,932.36
6019,310251,932.36
6020,310305,932.34
6021,310356,932.39
6022,310409,932.40
6023,310460,932.41
6024,310512,932.41
6025,310563,932.38
6026,310616,932.39
6027,310668,932.39
6028,310719,932.42
6029,310770,932.41
6030,310822,932.42
6031,310877,932.40
6032,310929,932.38
6033,310981,932.38
6034,311032,932.40
6035,311085,932.41
6036,311136,932.37
6037,311187,932.41
6038,311239,932.38
6039,311290,932.38
6040,311343,932.44
6041,311395,932.38
6042,311446,932.38
6043,311498,932.40
6044,311549,932.35
6045,311601,932.37
6046,311653,932.37
6047,311707,932.39
6048,311759,932.39
6049,311812,932.35
6050,311863,932.41
6051,311915,932.39
6052,311966,932.31
6053,312018,932.37
6054,312070,932.39
6055,312122,932.39
6056,312173,932.38
6057,312225,932.38
6058,312276,932.42
6059,312332,932.36
6060,312384,932.40
6061,312435,932.39
6062,312487,932.39
6063,312539,932.37
6064,312591,932.36
6065,312642,932.40
6066,312694,932.33
6067,312747,932.40
6068,312798,932.36
6069,312849,932.39
6070,312901,932.40
6071,312952,932.36
6072,313005,932.34
6073,313057,932.35
6074,313111,932.35
6075,313163,932.37
6076,313214,932.35
6077,313267,932.36
6078,313318,932.36
6079,313370,932.36
6080,313421,932.37
6081,313474,932.36
6082,313526,932.37
6083,313577,932.35
6084,313628,932.35
6085,313680,932.39
6086,313732,932.38
6087,313787,932.38
6088,313839,932.34
6089,313890,932.38
6090,313943,932.38
6091,313994,932.38
6092,314046,932.45
6093,314097,932.38
6094,314148,932.39
6095,314201,932.37
6096,314252,932.34
6097,314304,932.36
6098,314355,932.34
6099,314407,932.35
6100,314459,932.35
6101,314513,932.39
6102,314565,932.34
6103,314617,932.44
6104,314669,932.36
6105,314720,932.36
6106,314772,932.34
6107,314823,932.41
6108,314875,932.38
6109,314927,932.36
6110,314979,932.41
6111,315030,932.35
6112,315082,932.46
6113,315133,932.44
6114,315186,932.41
6115,315241,932.44
6116,315292,932.37
6117,315343,932.36
6118,315396,932.41
6119,315447,932.45
6120,315499,932.37
6121,315550,932.37
6122,315602,932.35
6123,315654,932.36
6124,315706,932.38
6125,315757,932.41
6126,315809,932.34
6127,315860,932.43
6128,315916,932.41
6129,315968,932.36
6130,316019,932.43
6131,316070,932.42
6132,316123,932.33
6133,316174,932.33
6134,316226,932.34
6135,316278,932.34
6136,316329,932.44
6137,316382,932.33
6138,316433,932.43
6139,316485,932.36
6140,316536,932.29
6141,316588,932.34
6142,316640,932.42
6143,316695,932.35
6144,316746,932.42
6145,316798,932.34
6146,316850,932.33
6147,316902,932.39
6148,316953,932.44
6149,317004,932.39
6150,317057,932.33
6151,317109,932.38
6152,317160,932.35
6153,317212,932.40
6154,317263,932.34
6155,317319,932.36
6156,317370,932.36
6157,317422,932.42
6158,317473,932.41
6159,317526,932.43
6160,317577,932.42
6161,317629,932.40
6162,317680,932.41
6163,317732,932.41
6164,317784,932.37
6165,317836,932.41
6166,317887,932.30
6167,317939,932.38
6168,317990,932.39
6169,318043,932.41
6170,318094,932.38
6171,318149,932.37
6172,318201,932.31
6173,318253,932.38
6174,318305,932.41
6175,318357,932.38
6176,318408,932.42
6177,318460,932.35
6178,318512,932.38
6179,318563,932.36
6180,318615,932.40
6181,318666,932.41
6182,318722,932.41
6183,318773,932.39
6184,318825,932.37
6185,318876,932.42
6186,318927,932.33
6187,318979,932.37
6188,319030,932.36
6189,319082,932.38
6190,319133,932.39
6191,319184,932.40
6192,319237,932.39
6193,319288,932.39
6194,319339,932.36
6195,319390,932.41
6196,319441,932.38
6197,319493,932.42
6198,319545,932.37
6199,319599,932.41
6200,319651,932.42
6201,319703,932.42
6202,319754,932.38
6203,319805,932.38
6204,319856,932.38
6205,319908,932.34
6206,319960,932.35
6207,320011,932.34
6208,320063,932.37
6209,320117,932.34
6210,320168,932.35
6211,320220,932.37
6212,320272,932.36
6213,320323,932.37
6214,320374,932.36
6215,320425,932.38
6216,320478,932.40
6217,320529,932.39
6218,320580,932.38
6219,320631,932.39
6220,320683,932.40
6221,320735,932.39
6222,320786,932.36
6223,320837,932.37
6224,320889,932.40
6225,320941,932.34
6226,320992,932.38
6227,321047,932.38
6228,321098,932.38
6229,321150,932.35
6230,321201,932.39
6231,321251,932.37
6232,321303,932.41
6233,321354,932.40
6234,321405,932.39
6235,321457,932.40
6236,321512,932.39
6237,321562,932.38
6238,321611,932.44
6239,321661,932.39
6240,321713,932.38
6241,321762,932.35
6242,321812,932.38
6243,321860,932.38
6244,321911,932.37
6245,321964,932.36
6246,322015,932.38
6247,322067,932.39
6248,322118,932.34
6249,322169,932.34
6250,322219,932.34
6251,322270,932.36
6252,322321,932.38
6253,322373,932.36
6254,322424,932.35
6255,322478,932.40
6256,322530,932.36
6257,322581,932.38
6258,322632,932.34
6259,322683,932.36
6260,322736,932.35
6261,322787,932.36
6262,322839,932.37
6263,322894,932.41
6264,322946,932.35
6265,322997,932.34
6266,323049,932.31
6267,323100,932.37
6268,323152,932.34
6269,323205,932.37
6270,323256,932.36
6271,323308,932.35
6272,323360,932.39
6273,323411,932.32
6274,323463,932.39
6275,323515,932.34
6276,323567,932.34
6277,323618,932.33
6278,323671,932.34
6279,323722,932.33
6280,323774,932.33
6281,323825,932.34
6282,323877,932.44
6283,323932,932.42
6284,323983,932.37
6285,324034,932.34
6286,324085,932.42
6287,324135,932.40
6288,324185,932.41
6289,324235,932.39
6290,324288,932.39
6291,324339,932.38
6292,324390,932.44
6293,324443,932.31
6294,324494,932.32
6295,324546,932.41
6296,324597,932.36
6297,324649,932.37
6298,324701,932.36
6299,324753,932.39
6300,324804,932.36
6301,324856,932.35
6302,324908,932.41
6303,324960,932.34
6304,325011,932.33
6305,325062,932.35
6306,325114,932.36
6307,325166,932.33
6308,325218,932.33
6309,325269,932.40
6310,325321,932.37
6311,325377,932.35
6312,325428,932.33
6313,325480,932.38
6314,325531,932.36
6315,325583,932.36
6316,325634,932.41
6317,325681,932.40
6318,325733,932.32
6319,325784,932.39
6320,325836,932.39
6321,325888,932.41
6322,325939,932.38
6323,325991,932.31
6324,326042,932.38
6325,326094,932.31
6326,326146,932.31
6327,326198,932.38
6328,326249,932.38
6329,326300,932.35
6330,326351,932.33
6331,326404,932.37
6332,326455,932.34
6333,326507,932.38
6334,326558,932.37
6335,326610,932.39
6336,326662,932.36
6337,326713,932.37
6338,326764,932.36
6339,326816,932.35
6340,326872,932.39
6341,326924,932.39
6342,326975,932.39
6343,327030,932.34
6344,327080,932.37
6345,327131,932.35
6346,327183,932.40
6347,327234,932.38
6348,327286,932.41
6349,327337,932.38
6350,327390,932.41
6351,327441,932.39
6352,327492,932.34
6353,327544,932.34
6354,327596,932.38
6355,327648,932.38
6356,327699,932.39
6357,327750,932.38
6358,327802,932.31
6359,327854,932.31
6360,327905,932.38
6361,327956,932.35
6362,328008,932.33
6363,328059,932.39
6364,328112,932.38
6365,328163,932.35
6366,328215,932.37
6367,328266,932.38
6368,328322,932.39
6369,328373,932.40
6370,328428,932.41
6371,328479,932.39
6372,328531,932.39
6373,328584,932.41
6374,328635,932.38
6375,328687,932.36
6376,328738,932.43
6377,328791,932.39
6378,328842,932.38
6379,328894,932.37
6380,328945,932.37
6381,328997,932.35
6382,329050,932.35
6383,329101,932.45
6384,329153,932.44
6385,329204,932.40
6386,329256,932.38
6387,329308,932.40
6388,329360,932.39
6389,329412,932.38
6390,329463,932.38
6391,329516,932.38
6392,329567,932.42
6393,329619,932.37
6394,329670,932.37
6395,329722,932.36
6396,329778,932.35
6397,329832,932.35
6398,329883,932.34
6399,329935,932.39
6400,329987,932.39
6401,330038,932.35
6402,330089,932.39
6403,330141,932.35
6404,330192,932.40
6405,330244,932.41
6406,330295,932.40
6407,330346,932.40
6408,330398,932.40
6409,330449,932.34
6410,330501,932.40
6411,330552,932.43
6412,330603,932.42
6413,330655,932.42
6414,330706,932.41
6415,330758,932.40
6416,330809,932.40
6417,330860,932.42
6418,330911,932.37
6419,330963,932.38
6420,331015,932.40
6421,331066,932.35
6422,331117,932.36
6423,331168,932.38
6424,331228,932.41
6425,331279,932.43
6426,331330,932.30
6427,331380,932.42
6428,331430,932.40
6429,331482,932.36
6430,331534,932.34
6431,331583,932.42
6432,331633,932.31
6433,331684,932.42
6434,331737,932.36
6435,331788,932.35
6436,331840,932.41
6437,331891,932.42
6438,331942,932.39
6439,331994,932.37
6440,332046,932.39
6441,332097,932.40
6442,332149,932.38
6443,332200,932.33
6444,332253,932.37
6445,332304,932.37
6446,332355,932.37
6447,332406,932.36
6448,332459,932.39
6449,332510,932.36
6450,332561,932.33
6451,332616,932.38
6452,332672,932.39
6453,332723,932.31
6454,332774,932.42
6455,332826,932.39
6456,332877,932.38
6457,332930,932.35
6458,332981,932.40
6459,333033,932.38
6460,333084,932.40
6461,333136,932.42
6462,333188,932.40
6463,333240,932.38
6464,333291,932.38
6465,333343,932.38
6466,333394,932.40
6467,333447,932.36
6468,333498,932.35
6469,333550,932.35
6470,333601,932.35
6471,333654,932.37
6472,333705,932.41
6473,333757,932.39
6474,333808,932.39
6475,333860,932.38
6476,333912,932.36
6477,333964,932.35
6478,334018,932.36
6479,334070,932.33
6480,334126,932.37
6481,334177,932.34
6482,334229,932.33
6483,334281,932.38
6484,334332,932.34
6485,334384,932.35
6486,334436,932.30
6487,334487,932.36
6488,334539,932.30
6489,334590,932.38
6490,334643,932.32
6491,334694,932.38
6492,334746,932.37
6493,334797,932.34
6494,334849,932.36
6495,334901,932.31
6496,334953,932.33
6497,335004,932.36
6498,335056,932.36
6499,335108,932.34
6500,335160,932.33
6501,335211,932.34
6502,335263,932.35
6503,335314,932.32
6504,335367,932.34
6505,335421,932.32
6506,335473,932.33
6507,335524,932.34
6508,335580,932.35
6509,335632,932.41
6510,335683,932.35
6511,335735,932.35
6512,335787,932.33
6513,335839,932.36
6514,335890,932.32
6515,335942,932.32
6516,335993,932.34
6517,336046,932.34
6518,336097,932.34
6519,336149,932.33
6520,336200,932.33
6521,336252,932.35
6522,336304,932.37
6523,336356,932.35
6524,336407,932.36
6525,336459,932.36
6526,336510,932.44
6527,336563,932.36
6528,336614,932.35
6529,336666,932.40
6530,336717,932.32
6531,336770,932.29
6532,336824,932.35
6533,336875,932.34
6534,336927,932.33
6535,336978,932.32
6536,337034,932.32
6537,337086,932.29
6538,337138,932.36
6539,337189,932.28
6540,337241,932.29
6541,337293,932.39
6542,337344,932.33
6543,337396,932.30
6544,337447,932.33
6545,337500,932.34
6546,337551,932.30
6547,337603,932.30
6548,337654,932.32
6549,337707,932.36
6550,337758,932.39
6551,337810,932.39
6552,337861,932.31
6553,337913,932.40
6554,337965,932.36
6555,338017,932.33
6556,338068,932.30
6557,338119,932.37
6558,338171,932.34
6559,338226,932.34
6560,338278,932.37
6561,338329,932.33
6562,338381,932.36
6563,338434,932.38
6564,338488,932.35
6565,338540,932.35
6566,338591,932.33
6567,338643,932.34
6568,338695,932.36
6569,338747,932.35
6570,338799,932.37
6571,338850,932.39
6572,338902,932.36
6573,338954,932.37
6574,339006,932.37
6575,339057,932.37
6576,339109,932.39
6577,339161,932.32
6578,339213,932.37
6579,339264,932.34
6580,339316,932.36
6581,339367,932.38
6582,339420,932.35
6583,339471,932.40
6584,339523,932.39
6585,339575,932.38
6586,339630,932.36
6587,339682,932.41
6588,339733,932.36
6589,339785,932.37
6590,339836,932.39
6591,339889,932.35
6592,339944,932.32
6593,339995,932.35
6594,340047,932.36
6595,340099,932.39
6596,340151,932.36
6597,340202,932.36
6598,340254,932.40
6599,340305,932.34
6600,340358,932.37
6601,340410,932.35
6602,340461,932.34
6603,340513,932.34
6604,340564,932.35
6605,340616,932.35
6606,340668,932.36
6607,340720,932.36
6608,340771,932.32
6609,340824,932.32
6610,340875,932.36
6611,340927,932.31
6612,340978,932.36
6613,341033,932.35
6614,341085,932.33
6615,341136,932.34
6616,341187,932.29
6617,341239,932.35
6618,341291,932.31
6619,341342,932.33
6620,341396,932.38
6621,341447,932.33
6622,341499,932.39
6623,341551,932.41
6624,341602,932.35
6625,341654,932.37
6626,341705,932.32
6627,341756,932.35
6628,341808,932.36
6629,341859,932.34
6630,341911,932.30
6631,341962,932.38
6632,342013,932.40
6633,342065,932.37
6634,342117,932.31
6635,342168,932.39
6636,342219,932.39
6637,342270,932.36
6638,342323,932.30
6639,342374,932.35
6640,342429,932.37
6641,342480,932.30
6642,342532,932.39
6643,342583,932.29
6644,342634,932.35
6645,342685,932.38
6646,342737,932.38
6647,342789,932.39
6648,342844,932.38
6649,342895,932.40
6650,342947,932.39
6651,342998,932.40
6652,343048,932.33
6653,343100,932.33
6654,343151,932.28
6655,343202,932.37
6656,343255,932.33
6657,343304,932.36
6658,343354,932.32
6659,343405,932.35
6660,343456,932.36
6661,343506,932.38
6662,343557,932.33
6663,343608,932.32
6664,343659,932.32
6665,343711,932.36
6666,343762,932.33
6667,343817,932.34
6668,343868,932.34
6669,343920,932.27
6670,343971,932.36
6671,344024,932.35
6672,344075,932.35
6673,344127,932.32
6674,344178,932.36
6675,344229,932.31
6676,344285,932.34
6677,344336,932.33
6678,344387,932.35
6679,344439,932.35
6680,344491,932.33
6681,344542,932.32
6682,344593,932.29
6683,344644,932.34
6684,344696,932.38
6685,344748,932.33
6686,344799,932.39
6687,344850,932.33
6688,344902,932.33
6689,344953,932.36
6690,345005,932.37
6691,345056,932.32
6692,345108,932.38
6693,345159,932.35
6694,345213,932.36
6695,345266,932.31
6696,345317,932.30
6697,345368,932.34
6698,345419,932.35
6699,345470,932.30
6700,345523,932.30
6701,345574,932.31
6702,345625,932.37
6703,345677,932.32
6704,345733,932.36
6705,345784,932.35
6706,345835,932.38
6707,345885,932.37
6708,345936,932.34
6709,345988,932.34
6710,346040,932.39
6711,346091,932.38
6712,346142,932.31
6713,346194,932.31
6714,346246,932.34
6715,346297,932.38
6716,346348,932.31
6717,346400,932.38
6718,346451,932.35
6719,346503,932.33
6720,346554,932.28
6721,346609,932.35
6722,346660,932.37
6723,346712,932.35
6724,346764,932.35
6725,346815,932.35
6726,346867,932.39
6727,346919,932.35
6728,346971,932.32
6729,347022,932.35
6730,347074,932.29
6731,347125,932.35
6732,347181,932.35
6733,347233,932.35
6734,347284,932.32
6735,347334,932.34
6736,347385,932.35
6737,347437,932.36
6738,347488,932.34
6739,347540,932.37
6740,347591,932.37
6741,347642,932.34
6742,347695,932.34
6743,347746,932.37
6744,347797,932.37
6745,347848,932.39
6746,347899,932.35
6747,347952,932.34
6748,348006,932.34
6749,348057,932.34
6750,348109,932.34
6751,348161,932.32
6752,348212,932.35
6753,348263,932.37
6754,348315,932.39
6755,348366,932.29
6756,348418,932.31
6757,348469,932.31
6758,348521,932.35
6759,348572,932.33
6760,348627,932.33
6761,348679,932.33
6762,348731,932.31
6763,348781,932.29
6764,348832,932.35
6765,348883,932.39
6766,348935,932.32
6767,348986,932.36
6768,349038,932.33
6769,349089,932.33
6770,349140,932.35
6771,349192,932.31
6772,349244,932.37
6773,349295,932.31
6774,349346,932.35
6775,349401,932.36
6776,349453,932.33
6777,349504,932.38
6778,349555,932.33
6779,349607,932.31
6780,349660,932.30
6781,349711,932.34
6782,349763,932.34
6783,349814,932.34
6784,349867,932.34
6785,349918,932.35
6786,349970,932.30
6787,350021,932.34
6788,350075,932.37
6789,350128,932.33
6790,350178,932.38
6791,350229,932.36
6792,350280,932.38
6793,350332,932.35
6794,350384,932.32
6795,350436,932.32
6796,350487,932.42
6797,350539,932.36
6798,350590,932.35
6799,350642,932.34
6800,350694,932.33
6801,350745,932.32
6802,350800,932.29
6803,350852,932.32
6804,350904,932.32
6805,350956,932.35
6806,351007,932.28
6807,351059,932.37
6808,351111,932.34
6809,351163,932.35
6810,351214,932.35
6811,351266,932.39
6812,351318,932.31
6813,351370,932.35
6814,351421,932.39
6815,351473,932.35
6816,351528,932.40
6817,351580,932.35
6818,351631,932.35
6819,351683,932.43
6820,351734,932.26
6821,351787,932.26
6822,351838,932.31
6823,351889,932.31
6824,351940,932.35
6825,351992,932.30
6826,352044,932.27
6827,352096,932.34
6828,352147,932.35
6829,352192,932.32
6830,352243,932.27
6831,352294,932.33
6832,352345,932.35
6833,352395,932.28
6834,352446,932.31
6835,352497,932.32
6836,352547,932.35
6837,352599,932.37
6838,352650,932.33
6839,352701,932.32
6840,352752,932.39
6841,352801,932.29
6842,352851,932.37
6843,352900,932.42
6844,352949,932.35
6845,353003,932.38
6846,353052,932.39
6847,353101,932.41
6848,353150,932.33
6849,353199,932.38
6850,353248,932.39
6851,353297,932.40
6852,353346,932.41
6853,353395,932.33
6854,353444,932.38
6855,353498,932.29
6856,353550,932.35
6857,353601,932.33
6858,353651,932.37
6859,353702,932.40
6860,353755,932.33
6861,353806,932.39
6862,353857,932.37
6863,353908,932.35
6864,353957,932.37
6865,354009,932.37
6866,354060,932.38
6867,354112,932.38
6868,354161,932.37
6869,354211,932.33
6870,354264,932.35
6871,354315,932.38
6872,354366,932.36
6873,354421,932.39
6874,354472,932.38
6875,354524,932.38
6876,354575,932.34
6877,354627,932.37
6878,354678,932.39
6879,354729,932.35
6880,354781,932.35
6881,354832,932.33
6882,354887,932.34
6883,354939,932.33
6884,354991,932.30
6885,355043,932.34
6886,355094,932.35
6887,355146,932.35
6888,355197,932.32
6889,355250,932.34
6890,355301,932.35
6891,355353,932.39
6892,355405,932.37
6893,355457,932.37
6894,355509,932.35
6895,355560,932.35
6896,355611,932.37
6897,355663,932.37
6898,355716,932.36
6899,355767,932.34
6900,355819,932.37
6901,355874,932.34
6902,355927,932.37
6903,355978,932.32
6904,356028,932.38
6905,356079,932.39
6906,356131,932.38
6907,356183,932.36
6908,356235,932.34
6909,356289,932.32
6910,356340,932.35
6911,356392,932.35
6912,356444,932.34
6913,356496,932.34
6914,356547,932.33
6915,356599,932.34
6916,356652,932.36
6917,356703,932.36
6918,356754,932.35
6919,356805,932.36
6920,356857,932.37
6921,356909,932.29
6922,356961,932.36
6923,357012,932.36
6924,357064,932.39
6925,357115,932.35
6926,357168,932.39
6927,357219,932.34
6928,357270,932.39
6929,357325,932.35
6930,357378,932.31
6931,357430,932.32
6932,357481,932.34
6933,357533,932.38
6934,357584,932.31
6935,357636,932.33
6936,357691,932.35
6937,357743,932.31
6938,357794,932.37
6939,357847,932.39
6940,357899,932.28
6941,357950,932.32
6942,358002,932.37
6943,358053,932.35
6944,358106,932.34
6945,358158,932.34
6946,358209,932.38
6947,358261,932.34
6948,358313,932.36
6949,358365,932.35
6950,358417,932.37
6951,358468,932.35
6952,358520,932.33
6953,358572,932.31
6954,358624,932.34
6955,358676,932.32
6956,358727,932.38
6957,358782,932.39
6958,358835,932.35
6959,358886,932.38
6960,358938,932.37
6961,358990,932.31
6962,359042,932.33
6963,359097,932.34
6964,359148,932.35
6965,359200,932.32
6966,359251,932.32
6967,359304,932.31
6968,359356,932.33
6969,359407,932.31
6970,359459,932.32
6971,359512,932.35
6972,359563,932.30
6973,359615,932.32
6974,359667,932.29
6975,359718,932.31
6976,359771,932.32
6977,359823,932.32
6978,359874,932.34
6979,359926,932.32
6980,359979,932.31
6981,360030,932.32
6982,360082,932.33
6983,360134,932.33
6984,360185,932.33
6985,360241,932.30
6986,360293,932.34
6987,360345,932.33
6988,360395,932.30
6989,360446,932.33
6990,360503,932.34
6991,360553,932.33
6992,360604,932.31
6993,360656,932.32
6994,360708,932.33
6995,360760,932.32
6996,360811,932.36
6997,360863,932.39
6998,360914,932.35
6999,360967,932.31
7000,361018,932.32
7001,361070,932.27
7002,361121,932.32
7003,361174,932.31
7004,361225,932.32
7005,361276,932.33
7006,361328,932.29
7007,361379,932.36
7008,361432,932.36
7009,361483,932.36
7010,361535,932.35
7011,361586,932.36
7012,361638,932.32
7013,361694,932.30
7014,361745,932.32
7015,361797,932.36
7016,361847,932.34
7017,361902,932.35
7018,361954,932.37
7019,362006,932.34
7020,362057,932.35
7021,362108,932.35
7022,362161,932.34
7023,362212,932.39
7024,362264,932.36
7025,362315,932.30
7026,362368,932.35
7027,362419,932.35
7028,362470,932.34
7029,362522,932.29
7030,362573,932.32
7031,362626,932.37
7032,362677,932.34
7033,362729,932.37
7034,362780,932.33
7035,362831,932.40
7036,362884,932.29
7037,362935,932.35
7038,362986,932.37
7039,363038,932.36
7040,363089,932.33
7041,363145,932.31
7042,363196,932.32
7043,363248,932.32
7044,363302,932.27
7045,363354,932.38
7046,363406,932.35
7047,363457,932.37
7048,363508,932.34
7049,363559,932.36
7050,363612,932.33
7051,363663,932.32
7052,363714,932.36
7053,363765,932.28
7054,363816,932.38
7055,363869,932.36
7056,363920,932.35
7057,363971,932.37
7058,364022,932.37
7059,364075,932.34
7060,364126,932.33
7061,364177,932.32
7062,364228,932.39
7063,364279,932.40
7064,364332,932.38
7065,364383,932.34
7066,364434,932.40
7067,364485,932.40
7068,364536,932.34
7069,364592,932.40
7070,364643,932.34
7071,364713,932.38
7072,364765,932.41
7073,364814,932.40
7074,364864,932.34
7075,364915,932.30
7076,364967,932.37
7077,365017,932.39
7078,365068,932.40
7079,365119,932.37
7080,365170,932.36
7081,365222,932.36
7082,365274,932.37
7083,365325,932.35
7084,365377,932.35
7085,365428,932.30
7086,365479,932.35
7087,365532,932.34
7088,365583,932.36
7089,365634,932.37
7090,365686,932.37
7091,365737,932.33
7092,365789,932.36
7093,365841,932.35
7094,365892,932.36
7095,365943,932.37
