n,t,p
0,74,932.29
1,125,932.31
2,177,932.35
3,232,932.33
4,284,932.37
5,335,932.36
6,386,932.30
7,437,932.36
8,488,932.41
9,540,932.32
10,591,932.38
11,643,932.42
12,694,932.37
13,746,932.32
14,797,932.39
15,848,932.37
16,900,932.31
17,952,932.34
18,1003,932.41
19,1057,932.40
20,1110,932.34
21,1161,932.36
22,1212,932.37
23,1263,932.37
24,1314,932.38
25,1367,932.36
26,1418,932.39
