n,t,p
1498,77051,932.62
1499,77103,932.60
1500,77154,932.56
1501,77206,932.61
1502,77260,932.65
1503,77312,932.63
1504,77362,932.59
1505,77413,932.61
1506,77464,932.63
1507,77516,932.59
1508,77568,932.58
1509,77619,932.59
1510,77670,932.56
1511,77721,932.63
1512,77773,932.59
1513,77825,932.62
1514,77876,932.59
1515,77927,932.62
1516,77979,932.60
1517,78030,932.58
1518,78085,932.62
1519,78136,932.57
1520,78188,932.61
1521,78239,932.60
1522,78291,932.62
1523,78343,932.61
1524,78394,932.65
1525,78446,932.65
1526,78497,932.64
1527,78550,932.61
1528,78601,932.63
1529,78653,932.63
1530,78707,932.62
1531,78758,932.64
1532,78811,932.58
1533,78862,932.61
1534,78913,932.63
1535,78965,932.65
1536,79016,932.61
1537,79068,932.61
1538,79119,932.59
1539,79171,932.57
1540,79222,932.60
1541,79273,932.61
1542,79325,932.59
1543,79377,932.65
1544,79428,932.65
1545,79479,932.63
1546,79534,932.68
1547,79585,932.61
1548,79636,932.61
1549,79687,932.64
1550,79739,932.57
1551,79790,932.58
1552,79840,932.61
1553,79891,932.63
1554,79942,932.64
1555,79993,932.63
1556,80043,932.63
1557,80092,932.59
1558,80145,932.57
1559,80196,932.63
1560,80246,932.62
1561,80296,932.66
1562,80348,932.62
1563,80399,932.63
1564,80450,932.60
1565,80501,932.62
1566,80550,932.60
1567,80601,932.64
1568,80649,932.61
1569,80698,932.58
1570,80747,932.55
1571,80795,932.60
1572,80844,932.57
1573,80893,932.60
1574,80943,932.55
1575,80996,932.59
1576,81047,932.58
1577,81098,932.59
1578,81148,932.64
1579,81200,932.62
1580,81251,932.59
1581,81302,932.66
1582,81353,932.57
1583,81404,932.60
1584,81455,932.63
1585,81505,932.66
1586,81556,932.61
1587,81610,932.63
1588,81660,932.65
1589,81711,932.60
1590,81762,932.62
1591,81814,932.59
1592,81864,932.59
1593,81915,932.63
1594,81967,932.63
1595,82018,932.62
1596,82069,932.59
1597,82121,932.63
1598,82170,932.59
1599,82221,932.62
1600,82273,932.61
1601,82324,932.62
1602,82374,932.64
1603,82427,932.58
1604,82479,932.56
1605,82531,932.60
1606,82582,932.60
1607,82634,932.59
1608,82686,932.58
1609,82738,932.58
1610,82790,932.61
1611,82841,932.66
1612,82893,932.66
1613,82945,932.61
1614,82997,932.61
1615,83052,932.57
1616,83103,932.60
1617,83155,932.60
1618,83207,932.64
1619,83258,932.66
1620,83310,932.59
1621,83362,932.59
1622,83414,932.59
1623,83466,932.58
1624,83517,932.59
1625,83569,932.57
1626,83620,932.61
1627,83673,932.62
1628,83724,932.60
1629,83776,932.59
1630,83828,932.59
1631,83879,932.61
1632,83935,932.61
1633,83985,932.61
1634,84035,932.59
1635,84087,932.59
1636,84140,932.64
1637,84191,932.67
1638,84242,932.62
1639,84294,932.61
1640,84345,932.63
1641,84397,932.61
1642,84448,932.60
1643,84503,932.61
1644,84555,932.59
1645,84606,932.57
1646,84659,932.59
1647,84711,932.61
1648,84762,932.59
1649,84814,932.57
1650,84866,932.61
1651,84918,932.61
1652,84969,932.57
1653,85021,932.58
1654,85073,932.59
1655,85125,932.65
1656,85177,932.59
1657,85228,932.61
1658,85279,932.61
1659,85331,932.61
1660,85387,932.61
1661,85437,932.58
1662,85488,932.59
1663,85539,932.60
1664,85592,932.61
1665,85643,932.64
1666,85694,932.59
1667,85746,932.58
1668,85797,932.57
1669,85850,932.62
1670,85901,932.60
1671,85956,932.58
1672,86007,932.59
1673,86060,932.59
1674,86111,932.61
1675,86163,932.61
1676,86214,932.56
1677,86266,932.59
1678,86318,932.57
1679,86370,932.61
1680,86421,932.57
1681,86473,932.63
1682,86524,932.60
1683,86577,932.59
1684,86629,932.64
1685,86680,932.65
1686,86732,932.66
1687,86784,932.63
1688,86836,932.60
1689,86881,932.59
1690,86932,932.57
1691,86984,932.65
1692,87036,932.64
1693,87088,932.60
1694,87139,932.62
1695,87189,932.57
1696,87241,932.56
1697,87292,932.59
1698,87344,932.59
1699,87400,932.59
1700,87451,932.62
1701,87503,932.63
1702,87554,932.59
1703,87605,932.59
1704,87656,932.57
1705,87707,932.61
1706,87759,932.59
1707,87811,932.62
1708,87863,932.61
1709,87914,932.65
1710,87966,932.59
1711,88017,932.58
1712,88069,932.62
1713,88121,932.60
1714,88172,932.61
1715,88223,932.57
1716,88275,932.57
1717,88331,932.57
1718,88382,932.58
1719,88433,932.58
1720,88485,932.55
1721,88537,932.57
1722,88588,932.60
1723,88640,932.58
1724,88692,932.59
1725,88743,932.57
1726,88796,932.62
1727,88850,932.65
1728,88902,932.62
1729,88953,932.67
1730,89006,932.59
1731,89057,932.59
1732,89109,932.59
1733,89161,932.60
1734,89212,932.58
1735,89265,932.61
1736,89316,932.62
1737,89368,932.61
1738,89419,932.61
1739,89472,932.61
1740,89524,932.59
1741,89575,932.58
1742,89627,932.57
1743,89678,932.60
1744,89731,932.56
1745,89786,932.61
1746,89836,932.61
1747,89887,932.62
1748,89939,932.56
1749,89991,932.54
1750,90043,932.60
1751,90094,932.60
1752,90145,932.63
1753,90198,932.55
1754,90249,932.63
1755,90304,932.54
1756,90356,932.62
1757,90408,932.61
1758,90459,932.61
1759,90510,932.58
1760,90561,932.59
1761,90613,932.58
1762,90664,932.58
1763,90717,932.61
1764,90768,932.59
1765,90820,932.55
1766,90871,932.55
1767,90923,932.63
1768,90975,932.63
1769,91026,932.60
1770,91078,932.58
1771,91129,932.62
1772,91182,932.60
1773,91233,932.60
1774,91288,932.59
1775,91339,932.59
1776,91390,932.61
1777,91443,932.58
1778,91494,932.56
1779,91546,932.61
1780,91597,932.59
1781,91649,932.58
1782,91701,932.58
1783,91755,932.61
1784,91807,932.57
1785,91856,932.58
1786,91908,932.58
1787,91959,932.61
1788,92010,932.58
1789,92061,932.60
1790,92111,932.59
1791,92164,932.58
1792,92215,932.59
1793,92266,932.61
1794,92316,932.58
1795,92365,932.61
1796,92414,932.58
1797,92464,932.57
1798,92513,932.60
1799,92562,932.59
1800,92611,932.59
1801,92660,932.57
1802,92711,932.55
1803,92763,932.60
1804,92815,932.58
1805,92866,932.61
1806,92917,932.60
1807,92969,932.62
1808,93019,932.58
1809,93069,932.58
1810,93121,932.60
1811,93173,932.61
1812,93229,932.60
1813,93280,932.59
1814,93332,932.57
1815,93382,932.56
1816,93432,932.57
1817,93485,932.59
1818,93536,932.53
1819,93588,932.59
1820,93639,932.59
1821,93689,932.59
1822,93740,932.57
1823,93791,932.54
1824,93843,932.59
1825,93893,932.52
1826,93943,932.56
1827,93995,932.57
1828,94047,932.54
1829,94098,932.53
1830,94150,932.57
1831,94204,932.53
1832,94257,932.60
1833,94308,932.57
1834,94360,932.61
1835,94412,932.55
1836,94464,932.54
1837,94516,932.56
1838,94567,932.55
1839,94619,932.60
1840,94674,932.56
1841,94726,932.58
1842,94778,932.57
1843,94829,932.59
1844,94881,932.59
1845,94932,932.57
1846,94985,932.60
1847,95036,932.59
1848,95088,932.55
1849,95139,932.59
1850,95192,932.57
1851,95243,932.58
1852,95295,932.56
1853,95347,932.59
1854,95398,932.63
1855,95451,932.61
1856,95502,932.58
1857,95554,932.57
1858,95605,932.61
1859,95661,932.57
1860,95711,932.62
1861,95762,932.59
1862,95813,932.59
1863,95865,932.59
1864,95917,932.54
1865,95968,932.54
1866,96020,932.61
1867,96071,932.61
1868,96126,932.63
1869,96179,932.63
1870,96230,932.60
1871,96281,932.61
1872,96333,932.59
1873,96385,932.61
1874,96437,932.64
1875,96489,932.59
1876,96540,932.55
1877,96591,932.64
1878,96644,932.58
1879,96695,932.58
1880,96747,932.61
1881,96798,932.57
1882,96850,932.59
1883,96902,932.58
1884,96954,932.51
1885,97005,932.55
1886,97056,932.63
1887,97108,932.58
1888,97163,932.61
1889,97215,932.58
1890,97266,932.63
1891,97318,932.60
1892,97370,932.55
1893,97421,932.47
1894,97473,932.57
1895,97524,932.57
1896,97580,932.59
1897,97632,932.61
1898,97683,932.55
1899,97735,932.58
1900,97786,932.55
1901,97838,932.55
1902,97890,932.56
1903,97941,932.59
1904,97993,932.58
1905,98044,932.58
1906,98097,932.53
1907,98148,932.56
1908,98200,932.57
1909,98251,932.56
1910,98302,932.57
1911,98355,932.62
1912,98406,932.54
1913,98458,932.57
1914,98509,932.61
1915,98562,932.56
1916,98616,932.55
1917,98666,932.54
1918,98717,932.53
1919,98768,932.55
1920,98821,932.57
1921,98872,932.58
1922,98924,932.61
1923,98975,932.59
1924,99031,932.58
1925,99082,932.58
1926,99133,932.56
1927,99184,932.57
1928,99236,932.59
1929,99288,932.62
1930,99339,932.58
1931,99391,932.58
1932,99442,932.63
1933,99493,932.61
1934,99545,932.59
1935,99597,932.62
1936,99648,932.56
1937,99699,932.57
1938,99751,932.58
1939,99803,932.61
1940,99854,932.61
1941,99905,932.63
1942,99957,932.59
1943,100008,932.58
1944,100063,932.60
1945,100115,932.59
1946,100167,932.55
1947,100218,932.59
1948,100270,932.61
1949,100322,932.64
1950,100373,932.62
1951,100425,932.63
1952,100481,932.57
1953,100532,932.57
1954,100584,932.58
1955,100635,932.65
1956,100687,932.64
1957,100739,932.52
1958,100791,932.62
1959,100842,932.59
1960,100894,932.53
1961,100945,932.60
1962,100998,932.56
1963,101049,932.64
1964,101101,932.63
1965,101152,932.57
1966,101204,932.57
1967,101256,932.60
1968,101308,932.63
1969,101360,932.58
1970,101411,932.54
1971,101467,932.60
1972,101517,932.57
1973,101568,932.63
1974,101619,932.63
1975,101671,932.64
1976,101723,932.60
1977,101775,932.59
1978,101826,932.59
1979,101877,932.57
1980,101933,932.49
1981,101985,932.58
1982,102036,932.59
1983,102088,932.57
1984,102139,932.54
1985,102192,932.55
1986,102244,932.56
1987,102295,932.55
1988,102347,932.58
1989,102398,932.55
1990,102451,932.58
1991,102502,932.54
1992,102554,932.55
1993,102605,932.59
1994,102658,932.57
1995,102710,932.52
1996,102761,932.52
1997,102813,932.59
1998,102867,932.56
1999,102919,932.56
2000,102970,932.58
2001,103022,932.62
2002,103073,932.54
2003,103124,932.56
2004,103176,932.62
2005,103228,932.56
2006,103279,932.57
2007,103330,932.58
2008,103386,932.60
2009,103437,932.51
2010,103488,932.56
2011,103539,932.56
2012,103590,932.53
2013,103641,932.56
2014,103692,932.61
2015,103743,932.64
2016,103794,932.55
2017,103844,932.56
2018,103894,932.58
2019,103943,932.58
2020,103992,932.57
2021,104040,932.58
2022,104089,932.55
2023,104138,932.58
2024,104187,932.59
2025,104240,932.58
2026,104290,932.61
2027,104342,932.61
2028,104393,932.59
2029,104444,932.63
2030,104496,932.62
2031,104546,932.59
2032,104596,932.58
2033,104648,932.59
2034,104699,932.54
2035,104749,932.56
2036,104803,932.51
2037,104855,932.63
2038,104906,932.49
2039,104957,932.60
2040,105010,932.62
2041,105061,932.56
2042,105113,932.59
2043,105164,932.63
2044,105216,932.59
2045,105268,932.57
2046,105319,932.60
2047,105371,932.62
2048,105422,932.65
2049,105475,932.62
2050,105526,932.61
2051,105577,932.61
2052,105632,932.59
2053,105683,932.61
2054,105736,932.54
2055,105787,932.63
2056,105839,932.60
2057,105891,932.62
2058,105943,932.61
2059,105995,932.61
2060,106046,932.55
2061,106098,932.58
2062,106149,932.58
2063,106202,932.59
2064,106257,932.52
2065,106308,932.53
2066,106360,932.56
2067,106411,932.53
2068,106462,932.58
2069,106513,932.61
2070,106565,932.59
2071,106616,932.59
2072,106668,932.62
2073,106720,932.66
2074,106771,932.60
2075,106822,932.58
2076,106874,932.61
2077,106926,932.60
2078,106977,932.55
2079,107032,932.59
2080,107084,932.58
2081,107136,932.57
2082,107188,932.58
2083,107239,932.62
2084,107291,932.55
2085,107342,932.62
2086,107395,932.62
2087,107446,932.61
2088,107498,932.55
2089,107549,932.62
2090,107600,932.59
2091,107653,932.56
2092,107707,932.58
2093,107758,932.58
2094,107808,932.59
2095,107859,932.59
2096,107911,932.56
2097,107963,932.56
2098,108014,932.57
2099,108065,932.59
2100,108116,932.55
2101,108168,932.61
2102,108220,932.63
2103,108271,932.61
2104,108322,932.58
2105,108374,932.60
2106,108429,932.56
2107,108480,932.57
2108,108531,932.61
2109,108583,932.60
2110,108635,932.59
2111,108687,932.63
2112,108738,932.57
2113,108789,932.57
2114,108841,932.57
2115,108893,932.59
2116,108945,932.59
2117,108996,932.51
2118,109047,932.59
2119,109100,932.54
2120,109155,932.55
2121,109206,932.56
2122,109257,932.58
2123,109309,932.61
2124,109361,932.62
2125,109413,932.62
2126,109464,932.60
2127,109516,932.53
2128,109568,932.58
2129,109619,932.56
2130,109671,932.59
2131,109722,932.58
2132,109773,932.62
2133,109829,932.54
2134,109879,932.60
2135,109930,932.59
2136,109981,932.59
2137,110032,932.60
2138,110084,932.60
2139,110136,932.59
2140,110187,932.57
2141,110238,932.65
2142,110289,932.66
2143,110342,932.65
2144,110393,932.56
2145,110444,932.55
2146,110495,932.60
2147,110546,932.58
2148,110602,932.57
2149,110653,932.57
2150,110705,932.60
2151,110756,932.62
2152,110809,932.58
2153,110860,932.62
2154,110911,932.60
2155,110963,932.55
2156,111014,932.61
2157,111067,932.62
2158,111118,932.60
2159,111170,932.61
2160,111224,932.57
2161,111276,932.58
2162,111328,932.63
2163,111379,932.63
2164,111431,932.60
2165,111482,932.62
2166,111535,932.58
2167,111586,932.63
2168,111638,932.64
2169,111689,932.62
2170,111741,932.58
2171,111793,932.58
2172,111845,932.56
2173,111896,932.57
2174,111948,932.58
2175,112000,932.61
2176,112055,932.57
2177,112106,932.56
2178,112158,932.57
2179,112208,932.62
2180,112260,932.52
2181,112311,932.60
2182,112363,932.57
2183,112414,932.57
2184,112465,932.56
2185,112517,932.58
2186,112568,932.60
2187,112623,932.52
2188,112674,932.62
2189,112727,932.62
2190,112778,932.59
2191,112830,932.53
2192,112881,932.58
2193,112933,932.57
2194,112985,932.60
2195,113037,932.60
2196,113088,932.64
2197,113140,932.65
2198,113191,932.58
2199,113243,932.65
2200,113295,932.64
2201,113346,932.66
2202,113398,932.57
2203,113449,932.58
2204,113505,932.57
2205,113557,932.59
2206,113608,932.62
2207,113658,932.56
2208,113710,932.61
2209,113761,932.53
2210,113812,932.59
2211,113864,932.57
2212,113915,932.57
2213,113967,932.56
2214,114021,932.64
2215,114072,932.53
2216,114124,932.57
2217,114176,932.60
2218,114227,932.64
2219,114277,932.54
2220,114327,932.62
2221,114378,932.60
2222,114429,932.57
2223,114481,932.60
2224,114531,932.60
2225,114579,932.59
2226,114628,932.57
2227,114677,932.56
2228,114726,932.62
2229,114776,932.56
2230,114824,932.59
2231,114873,932.60
2232,114925,932.61
2233,114977,932.57
2234,115027,932.55
2235,115078,932.54
2236,115129,932.56
2237,115180,932.56
2238,115231,932.59
2239,115282,932.58
2240,115332,932.62
2241,115385,932.57
2242,115437,932.53
2243,115488,932.60
2244,115539,932.52
2245,115592,932.59
2246,115643,932.59
2247,115694,932.55
2248,115745,932.56
2249,115798,932.58
2250,115849,932.55
2251,115900,932.59
2252,115952,932.60
2253,116003,932.56
2254,116055,932.57
2255,116106,932.53
2256,116158,932.55
2257,116209,932.58
2258,116260,932.62
2259,116313,932.60
2260,116364,932.55
2261,116419,932.61
2262,116470,932.61
2263,116521,932.54
2264,116573,932.59
2265,116625,932.55
2266,116676,932.50
2267,116727,932.61
2268,116783,932.60
2269,116834,932.56
2270,116885,932.59
2271,116937,932.63
2272,116988,932.66
2273,117041,932.65
2274,117092,932.62
2275,117143,932.62
2276,117195,932.58
2277,117246,932.57
2278,117299,932.58
2279,117350,932.64
2280,117402,932.59
2281,117453,932.61
2282,117506,932.58
2283,117557,932.55
2284,117609,932.55
2285,117660,932.56
2286,117712,932.55
2287,117764,932.56
2288,117815,932.59
2289,117870,932.64
2290,117922,932.56
2291,117974,932.60
2292,118026,932.61
2293,118077,932.56
2294,118129,932.55
2295,118183,932.56
2296,118236,932.54
2297,118287,932.55
2298,118339,932.61
2299,118390,932.54
2300,118443,932.56
2301,118494,932.65
2302,118545,932.64
2303,118597,932.57
2304,118648,932.55
2305,118701,932.59
2306,118752,932.54
2307,118804,932.51
2308,118855,932.52
2309,118907,932.54
2310,118959,932.62
2311,119010,932.56
2312,119062,932.54
2313,119114,932.52
2314,119165,932.60
2315,119218,932.60
2316,119269,932.57
2317,119324,932.57
2318,119375,932.58
2319,119428,932.56
2320,119479,932.58
2321,119531,932.55
2322,119585,932.59
2323,119638,932.61
2324,119689,932.57
2325,119741,932.53
2326,119792,932.57
2327,119844,932.57
2328,119896,932.60
2329,119948,932.55
2330,119999,932.57
2331,120051,932.62
2332,120102,932.57
2333,120154,932.57
2334,120206,932.60
2335,120257,932.59
2336,120309,932.57
2337,120360,932.55
2338,120413,932.51
2339,120464,932.57
2340,120516,932.61
2341,120567,932.59
2342,120620,932.60
2343,120671,932.59
2344,120723,932.63
2345,120778,932.52
2346,120829,932.59
2347,120882,932.55
2348,120934,932.54
2349,120988,932.56
2350,121039,932.57
2351,121092,932.53
2352,121143,932.54
2353,121195,932.56
2354,121246,932.58
2355,121298,932.57
2356,121350,932.56
2357,121402,932.55
2358,121453,932.57
2359,121505,932.53
2360,121556,932.56
2361,121609,932.55
2362,121660,932.58
2363,121712,932.52
2364,121763,932.58
2365,121815,932.53
2366,121867,932.51
2367,121918,932.57
2368,121970,932.50
2369,122021,932.53
2370,122074,932.56
2371,122125,932.51
2372,122177,932.55
2373,122231,932.54
2374,122284,932.50
2375,122335,932.55
2376,122390,932.57
2377,122442,932.58
2378,122493,932.58
2379,122546,932.55
2380,122597,932.54
2381,122649,932.57
2382,122700,932.57
2383,122753,932.60
2384,122804,932.53
2385,122856,932.57
2386,122908,932.57
2387,122959,932.54
2388,123011,932.60
2389,123063,932.58
2390,123114,932.60
2391,123166,932.50
2392,123218,932.56
2393,123270,932.56
2394,123322,932.57
2395,123373,932.53
2396,123424,932.54
2397,123476,932.62
2398,123528,932.57
2399,123580,932.57
2400,123631,932.54
2401,123687,932.57
2402,123739,932.56
2403,123794,932.58
2404,123845,932.57
2405,123897,932.54
2406,123949,932.60
2407,124001,932.54
2408,124052,932.55
2409,124104,932.53
2410,124156,932.60
2411,124208,932.53
2412,124259,932.58
2413,124311,932.60
2414,124362,932.56
2415,124414,932.54
2416,124466,932.56
2417,124518,932.56
2418,124570,932.57
2419,124621,932.60
2420,124673,932.65
2421,124725,932.60
2422,124777,932.57
2423,124828,932.57
2424,124880,932.58
2425,124932,932.56
2426,124984,932.60
2427,125035,932.53
2428,125086,932.61
2429,125142,932.56
2430,125187,932.56
2431,125238,932.51
2432,125289,932.56
2433,125340,932.56
2434,125390,932.58
2435,125442,932.63
2436,125493,932.56
2437,125544,932.52
2438,125596,932.52
2439,125645,932.54
2440,125694,932.57
2441,125744,932.54
2442,125793,932.58
2443,125842,932.57
2444,125890,932.64
2445,125939,932.54
2446,125988,932.54
2447,126038,932.52
2448,126087,932.59
2449,126136,932.54
2450,126185,932.56
2451,126233,932.57
2452,126282,932.57
2453,126331,932.55
2454,126381,932.55
2455,126430,932.56
2456,126483,932.64
2457,126538,932.58
2458,126589,932.60
2459,126641,932.53
2460,126692,932.54
2461,126743,932.53
2462,126794,932.51
2463,126845,932.53
2464,126898,932.53
2465,126949,932.49
2466,127001,932.54
2467,127052,932.58
2468,127104,932.56
2469,127155,932.53
2470,127207,932.58
2471,127258,932.50
2472,127309,932.49
2473,127362,932.53
2474,127413,932.52
2475,127464,932.57
2476,127515,932.54
2477,127566,932.53
2478,127619,932.56
2479,127670,932.54
2480,127721,932.54
2481,127773,932.58
2482,127824,932.56
2483,127879,932.53
2484,127931,932.51
2485,127986,932.54
2486,128037,932.53
2487,128089,932.53
2488,128141,932.59
2489,128192,932.58
2490,128244,932.55
2491,128295,932.59
2492,128347,932.53
2493,128399,932.53
2494,128450,932.53
2495,128502,932.56
2496,128553,932.52
2497,128606,932.58
2498,128657,932.51
2499,128708,932.53
2500,128759,932.51
2501,128812,932.55
2502,128863,932.51
2503,128915,932.55
2504,128966,932.57
2505,129018,932.54
2506,129070,932.55
2507,129121,932.52
2508,129172,932.53
2509,129224,932.56
2510,129280,932.58
2511,129331,932.52
2512,129383,932.53
2513,129438,932.52
2514,129490,932.52
2515,129542,932.52
2516,129593,932.53
2517,129643,932.49
2518,129695,932.57
2519,129746,932.54
2520,129799,932.53
2521,129850,932.55
2522,129901,932.54
2523,129952,932.55
2524,130004,932.50
2525,130056,932.58
2526,130107,932.60
2527,130159,932.55
2528,130211,932.58
2529,130263,932.56
2530,130314,932.55
2531,130366,932.55
2532,130417,932.56
2533,130468,932.52
2534,130521,932.57
2535,130572,932.57
2536,130624,932.48
2537,130678,932.59
2538,130729,932.54
2539,130781,932.54
2540,130833,932.57
2541,130888,932.55
2542,130940,932.57
2543,130992,932.57
2544,131044,932.63
2545,131095,932.54
2546,131147,932.53
2547,131198,932.58
2548,131251,932.56
2549,131302,932.58
2550,131354,932.59
2551,131406,932.56
2552,131458,932.55
2553,131509,932.56
2554,131561,932.51
2555,131612,932.58
2556,131664,932.56
2557,131716,932.55
2558,131768,932.61
2559,131820,932.52
2560,131871,932.54
2561,131923,932.53
2562,131975,932.55
2563,132027,932.52
2564,132081,932.54
2565,132133,932.54
2566,132186,932.56
2567,132237,932.49
2568,132289,932.54
2569,132344,932.60
2570,132396,932.55
2571,132448,932.54
2572,132499,932.56
2573,132551,932.53
2574,132602,932.54
2575,132655,932.59
2576,132707,932.54
2577,132758,932.60
2578,132810,932.58
2579,132861,932.58
2580,132914,932.55
2581,132966,932.56
2582,133017,932.55
2583,133069,932.59
2584,133121,932.54
2585,133172,932.57
2586,133224,932.60
2587,133275,932.58
2588,133327,932.52
2589,133379,932.55
2590,133431,932.55
2591,133486,932.54
2592,133537,932.53
2593,133590,932.60
2594,133641,932.60
2595,133693,932.56
2596,133744,932.59
2597,133798,932.55
2598,133851,932.56
2599,133901,932.55
2600,133952,932.57
2601,134003,932.57
2602,134054,932.59
2603,134107,932.55
2604,134158,932.57
2605,134210,932.54
2606,134261,932.54
2607,134312,932.54
2608,134365,932.55
2609,134416,932.52
2610,134467,932.55
2611,134519,932.53
2612,134571,932.56
2613,134622,932.58
2614,134674,932.52
2615,134725,932.51
2616,134776,932.59
2617,134828,932.56
2618,134883,932.52
2619,134934,932.56
2620,134985,932.54
2621,135037,932.55
2622,135089,932.55
2623,135141,932.56
2624,135192,932.58
2625,135247,932.61
2626,135299,932.52
2627,135351,932.54
2628,135403,932.50
2629,135454,932.54
2630,135506,932.54
2631,135558,932.56
2632,135610,932.54
2633,135661,932.56
2634,135713,932.59
2635,135766,932.52
2636,135817,932.58
2637,135869,932.54
2638,135921,932.56
2639,135972,932.61
2640,136024,932.55
2641,136076,932.58
2642,136127,932.56
2643,136179,932.53
2644,136231,932.57
2645,136286,932.58
2646,136337,932.56
2647,136388,932.59
2648,136440,932.57
2649,136492,932.57
2650,136543,932.49
2651,136594,932.55
2652,136646,932.52
2653,136701,932.59
2654,136753,932.52
2655,136803,932.54
2656,136853,932.56
2657,136904,932.55
2658,136955,932.52
2659,137007,932.54
2660,137057,932.56
2661,137109,932.56
2662,137160,932.58
2663,137210,932.54
2664,137261,932.56
2665,137310,932.52
2666,137359,932.54
2667,137408,932.55
2668,137457,932.55
2669,137506,932.55
2670,137555,932.58
2671,137604,932.53
2672,137656,932.57
2673,137707,932.58
2674,137758,932.56
2675,137809,932.57
2676,137862,932.59
2677,137913,932.59
2678,137962,932.56
2679,138013,932.57
2680,138064,932.57
2681,138116,932.53
2682,138171,932.56
2683,138222,932.56
2684,138273,932.56
2685,138323,932.54
2686,138375,932.55
2687,138426,932.52
2688,138478,932.56
2689,138527,932.58
2690,138578,932.52
2691,138630,932.55
2692,138682,932.55
2693,138731,932.56
2694,138781,932.56
2695,138833,932.54
2696,138885,932.56
2697,138937,932.61
2698,138988,932.60
2699,139043,932.54
2700,139095,932.57
2701,139147,932.53
2702,139198,932.54
2703,139250,932.54
2704,139301,932.55
2705,139354,932.55
2706,139406,932.56
2707,139457,932.58
2708,139509,932.56
2709,139560,932.57
2710,139616,932.53
2711,139668,932.57
2712,139719,932.56
2713,139771,932.51
2714,139824,932.55
2715,139875,932.55
2716,139927,932.59
2717,139979,932.57
2718,140030,932.56
2719,140082,932.60
2720,140134,932.56
2721,140186,932.58
2722,140237,932.60
2723,140290,932.60
2724,140341,932.56
2725,140393,932.57
2726,140447,932.58
2727,140498,932.54
2728,140551,932.54
2729,140602,932.58
2730,140654,932.59
2731,140706,932.55
2732,140758,932.52
2733,140810,932.56
2734,140861,932.56
2735,140912,932.57
2736,140964,932.58
2737,141017,932.51
2738,141072,932.59
2739,141123,932.54
2740,141175,932.51
2741,141227,932.56
2742,141278,932.53
2743,141330,932.52
2744,141381,932.53
2745,141433,932.52
2746,141486,932.54
2747,141537,932.50
2748,141589,932.58
2749,141640,932.57
2750,141692,932.57
2751,141744,932.53
2752,141796,932.59
2753,141850,932.62
2754,141902,932.56
2755,141955,932.56
2756,142006,932.58
2757,142057,932.53
2758,142109,932.56
2759,142160,932.57
2760,142213,932.57
2761,142264,932.59
2762,142316,932.55
2763,142368,932.58
2764,142419,932.55
2765,142471,932.56
2766,142527,932.54
2767,142578,932.54
2768,142630,932.57
2769,142682,932.55
2770,142734,932.57
2771,142785,932.55
2772,142837,932.58
2773,142888,932.57
2774,142941,932.62
2775,142992,932.55
2776,143044,932.55
2777,143095,932.58
2778,143148,932.61
2779,143199,932.61
2780,143254,932.59
2781,143305,932.58
2782,143357,932.56
2783,143409,932.54
2784,143461,932.55
2785,143512,932.58
2786,143564,932.57
2787,143617,932.57
2788,143668,932.54
2789,143719,932.55
2790,143771,932.52
2791,143822,932.54
2792,143875,932.53
2793,143927,932.59
2794,143981,932.57
2795,144033,932.55
2796,144084,932.54
2797,144137,932.54
2798,144188,932.54
2799,144240,932.56
2800,144291,932.56
2801,144344,932.58
2802,144396,932.55
2803,144447,932.50
2804,144499,932.56
2805,144550,932.59
2806,144602,932.59
2807,144657,932.50
2808,144708,932.56
2809,144760,932.58
2810,144813,932.60
2811,144864,932.56
2812,144916,932.54
2813,144967,932.61
2814,145019,932.63
2815,145071,932.58
2816,145123,932.56
2817,145174,932.58
2818,145226,932.55
2819,145278,932.59
2820,145330,932.56
2821,145382,932.57
2822,145437,932.60
2823,145488,932.58
2824,145541,932.57
2825,145592,932.58
2826,145644,932.60
2827,145696,932.62
2828,145747,932.57
2829,145800,932.56
2830,145851,932.57
2831,145903,932.57
2832,145954,932.52
2833,146007,932.62
2834,146061,932.55
2835,146113,932.55
2836,146164,932.58
2837,146216,932.55
2838,146268,932.57
2839,146320,932.55
2840,146371,932.56
2841,146423,932.56
2842,146475,932.58
2843,146527,932.56
2844,146578,932.57
2845,146630,932.57
2846,146681,932.62
2847,146734,932.58
2848,146785,932.57
2849,146837,932.54
2850,146892,932.58
2851,146944,932.54
2852,146996,932.57
2853,147047,932.53
2854,147099,932.56
2855,147150,932.56
2856,147203,932.59
2857,147254,932.57
2858,147306,932.63
2859,147357,932.63
2860,147409,932.62
2861,147464,932.58
2862,147516,932.56
2863,147567,932.53
2864,147618,932.58
2865,147670,932.56
2866,147721,932.54
2867,147773,932.57
2868,147824,932.57
2869,147875,932.56
2870,147927,932.63
2871,147978,932.59
2872,148030,932.58
2873,148081,932.60
2874,148132,932.58
2875,148184,932.59
2876,148235,932.59
2877,148287,932.62
2878,148341,932.54
2879,148393,932.61
2880,148445,932.62
2881,148496,932.57
2882,148547,932.56
2883,148599,932.56
2884,148651,932.58
2885,148702,932.58
2886,148753,932.59
2887,148804,932.56
2888,148859,932.59
2889,148911,932.57
2890,148962,932.61
2891,149013,932.58
2892,149064,932.58
2893,149116,932.60
2894,149168,932.61
2895,149219,932.59
2896,149270,932.57
