n,t,p
454,23398,932.70
455,23450,932.78
456,23501,932.79
457,23554,932.75
458,23605,932.75
459,23657,932.78
460,23708,932.78
461,23759,932.71
462,23812,932.73
463,23863,932.74
464,23915,932.70
465,23966,932.74
466,24018,932.79
467,24070,932.77
468,24122,932.79
469,24173,932.76
470,24225,932.67
471,24276,932.71
472,24329,932.75
473,24380,932.71
474,24432,932.69
475,24486,932.75
476,24541,932.75
477,24592,932.77
478,24643,932.72
479,24694,932.73
480,24745,932.75
481,24797,932.68
482,24849,932.70
483,24900,932.70
484,24951,932.67
485,25003,932.73
486,25055,932.75
487,25106,932.69
488,25157,932.69
489,25209,932.73
490,25261,932.76
491,25313,932.68
492,25364,932.72
493,25415,932.72
494,25466,932.69
495,25519,932.74
496,25570,932.71
497,25621,932.73
498,25673,932.74
499,25724,932.67
500,25776,932.74
501,25827,932.74
502,25879,932.68
503,25930,932.70
504,25981,932.71
505,26042,932.74
506,26090,932.70
507,26139,932.79
508,26188,932.73
509,26237,932.74
510,26288,932.74
511,26337,932.72
512,26386,932.78
513,26436,932.72
514,26485,932.73
515,26534,932.74
516,26586,932.69
517,26635,932.74
518,26684,932.72
519,26735,932.69
520,26784,932.83
521,26833,932.75
522,26885,932.69
523,26934,932.72
524,26984,932.79
525,27032,932.74
526,27082,932.69
527,27132,932.74
528,27183,932.72
529,27233,932.74
530,27283,932.76
531,27332,932.83
532,27381,932.73
533,27436,932.70
534,27488,932.70
535,27542,932.71
536,27594,932.74
537,27645,932.71
538,27698,932.74
539,27748,932.76
540,27799,932.70
541,27850,932.75
542,27902,932.77
543,27954,932.68
544,28005,932.75
545,28057,932.70
546,28108,932.75
547,28160,932.74
548,28211,932.72
549,28263,932.77
550,28314,932.70
551,28365,932.71
552,28418,932.72
553,28469,932.69
554,28521,932.73
555,28572,932.69
556,28623,932.69
557,28675,932.72
558,28727,932.72
559,28778,932.74
560,28829,932.73
561,28884,932.74
562,28937,932.68
563,28988,932.71
564,29040,932.71
565,29094,932.73
566,29147,932.65
567,29198,932.77
568,29250,932.71
569,29301,932.74
570,29353,932.70
571,29405,932.72
572,29457,932.74
573,29508,932.69
574,29560,932.74
575,29612,932.70
576,29664,932.75
577,29715,932.70
578,29767,932.74
579,29818,932.71
580,29870,932.70
581,29922,932.69
582,29973,932.68
583,30025,932.70
584,30077,932.65
585,30129,932.67
586,30180,932.74
587,30232,932.73
588,30283,932.64
589,30339,932.73
590,30391,932.70
591,30443,932.68
592,30494,932.74
593,30546,932.67
594,30598,932.68
595,30652,932.70
596,30702,932.71
597,30753,932.69
598,30806,932.72
599,30857,932.68
600,30909,932.70
601,30960,932.70
602,31011,932.69
603,31063,932.70
604,31115,932.73
605,31166,932.70
606,31217,932.68
607,31269,932.68
608,31321,932.68
609,31373,932.67
610,31424,932.73
611,31475,932.77
612,31526,932.65
613,31579,932.70
614,31630,932.70
615,31681,932.68
616,31733,932.70
617,31789,932.70
618,31840,932.73
619,31891,932.68
620,31943,932.69
621,31994,932.68
622,32046,932.69
623,32098,932.66
624,32149,932.69
625,32203,932.71
626,32254,932.73
627,32307,932.69
628,32358,932.72
629,32409,932.69
630,32460,932.74
631,32512,932.68
632,32564,932.66
633,32615,932.70
634,32666,932.69
635,32717,932.69
636,32769,932.71
637,32820,932.76
638,32872,932.69
639,32923,932.76
640,32974,932.72
641,33026,932.71
642,33077,932.74
643,33128,932.73
644,33180,932.71
645,33234,932.73
646,33287,932.67
647,33338,932.70
648,33389,932.69
649,33440,932.71
650,33491,932.70
651,33543,932.72
652,33595,932.74
653,33646,932.66
654,33697,932.71
655,33748,932.67
656,33803,932.68
657,33854,932.67
658,33905,932.69
659,33957,932.69
660,34009,932.66
661,34060,932.66
662,34111,932.67
663,34163,932.70
664,34214,932.72
665,34266,932.71
666,34317,932.75
667,34368,932.70
668,34420,932.71
669,34471,932.77
670,34523,932.73
671,34574,932.73
672,34625,932.69
673,34681,932.72
674,34734,932.71
675,34785,932.72
676,34836,932.66
677,34888,932.71
678,34939,932.71
679,34992,932.68
680,35043,932.70
681,35094,932.74
682,35146,932.72
683,35197,932.69
684,35249,932.76
685,35301,932.72
686,35355,932.76
687,35405,932.72
688,35457,932.76
689,35508,932.71
690,35560,932.73
691,35611,932.65
692,35662,932.71
693,35715,932.71
694,35766,932.71
695,35817,932.71
696,35869,932.74
697,35920,932.73
698,35972,932.70
699,36023,932.70
700,36074,932.66
701,36129,932.71
702,36180,932.72
703,36233,932.76
704,36284,932.67
705,36336,932.69
706,36387,932.77
707,36439,932.73
708,36491,932.73
709,36542,932.77
710,36594,932.73
711,36645,932.67
712,36698,932.75
713,36749,932.68
714,36800,932.76
715,36852,932.70
716,36907,932.71
717,36957,932.71
718,37008,932.74
719,37059,932.69
720,37111,932.70
721,37163,932.69
722,37214,932.73
723,37265,932.69
724,37316,932.72
725,37368,932.72
726,37420,932.72
727,37471,932.75
728,37522,932.74
729,37577,932.72
730,37628,932.75
731,37681,932.74
732,37732,932.70
733,37783,932.75
734,37834,932.69
735,37886,932.71
736,37938,932.70
737,37989,932.74
738,38040,932.71
739,38091,932.76
740,38144,932.74
741,38195,932.72
742,38246,932.75
743,38298,932.74
744,38349,932.72
745,38401,932.77
746,38455,932.75
747,38507,932.72
748,38558,932.73
749,38609,932.71
750,38662,932.72
751,38713,932.71
752,38765,932.68
753,38816,932.71
754,38867,932.75
755,38920,932.73
756,38971,932.69
757,39026,932.70
758,39077,932.75
759,39130,932.67
760,39180,932.71
761,39230,932.74
762,39282,932.73
763,39333,932.76
764,39385,932.73
765,39436,932.76
766,39488,932.74
767,39539,932.72
768,39590,932.73
769,39642,932.75
770,39694,932.74
771,39745,932.72
772,39796,932.74
773,39847,932.74
774,39900,932.81
775,39951,932.75
776,40005,932.70
777,40057,932.74
778,40109,932.72
779,40160,932.75
780,40212,932.65
781,40263,932.74
782,40315,932.73
783,40367,932.69
784,40418,932.67
785,40473,932.81
786,40525,932.73
787,40577,932.69
788,40627,932.70
789,40678,932.72
790,40729,932.75
791,40781,932.75
792,40833,932.69
793,40884,932.70
794,40935,932.73
795,40986,932.71
796,41038,932.68
797,41090,932.69
798,41141,932.74
799,41192,932.69
800,41243,932.72
801,41295,932.74
802,41347,932.74
803,41398,932.72
804,41449,932.73
805,41501,932.74
806,41555,932.76
807,41607,932.74
808,41659,932.72
809,41710,932.72
810,41761,932.79
811,41814,932.69
812,41865,932.74
813,41920,932.71
814,41971,932.75
815,42023,932.73
816,42074,932.70
817,42125,932.78
818,42176,932.74
819,42227,932.71
820,42278,932.71
821,42331,932.69
822,42382,932.73
823,42434,932.74
824,42485,932.72
825,42536,932.75
826,42589,932.68
827,42640,932.72
828,42691,932.70
829,42743,932.74
830,42795,932.76
831,42846,932.76
832,42898,932.67
833,42949,932.68
834,43000,932.68
835,43053,932.68
836,43108,932.73
837,43159,932.76
838,43211,932.71
839,43262,932.69
840,43315,932.71
841,43370,932.74
842,43421,932.69
843,43473,932.69
844,43524,932.78
845,43575,932.70
846,43627,932.72
847,43678,932.69
848,43729,932.69
849,43782,932.78
850,43833,932.74
851,43884,932.76
852,43936,932.73
853,43987,932.68
854,44039,932.71
855,44090,932.70
856,44141,932.68
857,44193,932.70
858,44244,932.69
859,44296,932.72
860,44348,932.67
861,44399,932.68
862,44450,932.70
863,44503,932.75
864,44554,932.69
865,44605,932.71
866,44660,932.66
867,44711,932.73
868,44763,932.68
869,44817,932.71
870,44868,932.73
871,44918,932.73
872,44968,932.76
873,45020,932.71
874,45071,932.71
875,45121,932.73
876,45172,932.75
877,45223,932.70
878,45275,932.69
879,45326,932.77
880,45375,932.67
881,45424,932.70
882,45473,932.70
883,45522,932.71
884,45572,932.75
885,45620,932.73
886,45669,932.72
887,45718,932.79
888,45766,932.72
889,45815,932.75
890,45864,932.75
891,45914,932.74
892,45963,932.79
893,46011,932.70
894,46060,932.72
895,46109,932.69
896,46158,932.78
897,46205,932.72
898,46263,932.72
899,46314,932.70
900,46364,932.71
901,46414,932.73
902,46467,932.67
903,46518,932.67
904,46567,932.69
905,46617,932.69
906,46669,932.69
907,46721,932.69
908,46771,932.70
909,46821,932.67
910,46872,932.69
911,46923,932.69
912,46974,932.70
913,47027,932.73
914,47078,932.67
915,47129,932.71
916,47181,932.72
917,47233,932.71
918,47284,932.72
919,47336,932.71
920,47387,932.69
921,47438,932.69
922,47491,932.72
923,47542,932.71
924,47594,932.73
925,47645,932.69
926,47700,932.71
927,47755,932.70
928,47807,932.72
929,47859,932.73
930,47910,932.68
931,47962,932.66
932,48012,932.73
933,48064,932.70
934,48115,932.65
935,48166,932.69
936,48219,932.71
937,48270,932.73
938,48322,932.73
939,48373,932.69
940,48424,932.66
941,48476,932.73
942,48528,932.73
943,48579,932.67
944,48630,932.69
945,48681,932.66
946,48734,932.70
947,48785,932.72
948,48837,932.71
949,48888,932.71
950,48940,932.72
951,48992,932.68
952,49043,932.71
953,49095,932.69
954,49150,932.63
955,49202,932.66
956,49254,932.67
957,49308,932.69
958,49359,932.71
959,49410,932.68
960,49461,932.70
961,49510,932.68
962,49560,932.67
963,49609,932.74
964,49660,932.68
965,49710,932.74
966,49761,932.67
967,49811,932.69
968,49860,932.68
969,49909,932.68
970,49961,932.66
971,50013,932.70
972,50063,932.73
973,50112,932.70
974,50161,932.71
975,50210,932.71
976,50260,932.71
977,50311,932.68
978,50360,932.65
979,50411,932.70
980,50460,932.68
981,50510,932.68
982,50564,932.73
983,50615,932.68
984,50667,932.73
985,50717,932.70
986,50768,932.72
987,50826,932.71
988,50875,932.69
989,50926,932.68
990,50978,932.71
991,51030,932.77
992,51081,932.75
993,51133,932.76
994,51184,932.74
995,51236,932.75
996,51288,932.70
997,51339,932.76
998,51390,932.74
999,51442,932.79
1000,51493,932.74
1001,51546,932.70
1002,51597,932.72
1003,51648,932.76
1004,51700,932.76
1005,51751,932.73
1006,51803,932.75
1007,51855,932.71
1008,51906,932.72
1009,51958,932.76
1010,52014,932.76
1011,52065,932.73
1012,52117,932.76
1013,52167,932.69
1014,52218,932.75
1015,52271,932.72
1016,52325,932.76
1017,52377,932.74
1018,52429,932.75
1019,52481,932.76
1020,52532,932.75
1021,52584,932.77
1022,52635,932.71
1023,52687,932.71
1024,52739,932.69
1025,52791,932.72
1026,52842,932.71
1027,52893,932.68
1028,52945,932.75
1029,52997,932.76
1030,53049,932.73
1031,53100,932.76
1032,53152,932.76
1033,53203,932.76
1034,53256,932.75
1035,53307,932.77
1036,53358,932.79
1037,53410,932.75
1038,53465,932.76
1039,53517,932.74
1040,53569,932.74
1041,53620,932.76
1042,53672,932.74
1043,53725,932.75
1044,53776,932.78
1045,53821,932.73
1046,53873,932.73
1047,53924,932.73
1048,53977,932.73
1049,54028,932.70
1050,54079,932.75
1051,54130,932.76
1052,54181,932.72
1053,54233,932.74
1054,54285,932.78
1055,54336,932.73
1056,54388,932.78
1057,54439,932.73
1058,54492,932.78
1059,54543,932.74
1060,54594,932.77
1061,54646,932.77
1062,54697,932.74
1063,54749,932.73
1064,54801,932.76
1065,54852,932.73
1066,54904,932.74
1067,54959,932.76
1068,55011,932.78
1069,55062,932.77
1070,55113,932.78
1071,55165,932.75
1072,55217,932.76
1073,55272,932.80
1074,55324,932.77
1075,55375,932.77
1076,55428,932.80
1077,55479,932.78
1078,55531,932.77
1079,55582,932.80
1080,55634,932.78
1081,55686,932.80
1082,55738,932.78
1083,55790,932.79
1084,55841,932.76
1085,55894,932.78
1086,55945,932.77
1087,55997,932.78
1088,56048,932.76
1089,56100,932.82
1090,56152,932.77
1091,56204,932.77
1092,56255,932.76
1093,56307,932.75
1094,56358,932.81
1095,56414,932.79
1096,56466,932.74
1097,56517,932.74
1098,56569,932.81
1099,56622,932.78
1100,56673,932.77
1101,56727,932.76
1102,56779,932.76
1103,56830,932.74
1104,56882,932.78
1105,56933,932.83
1106,56984,932.80
1107,57036,932.79
1108,57088,932.80
1109,57139,932.78
1110,57190,932.77
1111,57241,932.79
1112,57292,932.76
1113,57345,932.83
1114,57396,932.76
1115,57447,932.80
1116,57498,932.77
1117,57549,932.78
1118,57601,932.77
1119,57653,932.73
1120,57704,932.78
1121,57755,932.76
1122,57806,932.77
1123,57862,932.82
1124,57913,932.76
1125,57964,932.74
1126,58015,932.77
1127,58066,932.77
1128,58119,932.77
1129,58170,932.77
1130,58224,932.79
1131,58275,932.77
1132,58327,932.78
1133,58378,932.77
1134,58429,932.83
1135,58481,932.77
1136,58532,932.81
1137,58584,932.81
1138,58635,932.84
1139,58686,932.81
1140,58737,932.81
1141,58788,932.74
1142,58841,932.80
1143,58892,932.84
1144,58943,932.80
1145,58994,932.78
1146,59045,932.80
1147,59097,932.80
1148,59149,932.74
1149,59200,932.83
1150,59251,932.80
1151,59308,932.78
1152,59359,932.78
1153,59410,932.79
1154,59461,932.75
1155,59512,932.76
1156,59565,932.76
1157,59616,932.79
1158,59670,932.79
1159,59721,932.80
1160,59773,932.75
1161,59825,932.78
1162,59876,932.78
1163,59927,932.81
1164,59979,932.84
1165,60030,932.75
